organism;checkin;atb;diameter 6h;diameter 8h;diameter 12h;diameter 18h;phenotypes
Klebsiella pneumoniae;2014268200;TE_30;10;8;8;6;";tetB / tetM"
Klebsiella pneumoniae;2014268200;TEC_30;;;;;
Klebsiella pneumoniae;2014268200;TEM_30;22;23;23;24;";BL wild-type"
Klebsiella pneumoniae;2014268200;TGC_15;17;17;17;17;";tetB / tetM"
Klebsiella pneumoniae;2014268200;TOB_10;13;12;11;11;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268200;TZP_36;13;12;13;13;";BL wild-type"
Klebsiella pneumoniae;2014268211;AK_30;19;20;20;21;";AG wild-type"
Klebsiella pneumoniae;2014268211;AMC_30;10;9;7;6;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;AMP_10;6;6;6;6;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;CIP_5;20;21;21;22;";QL low level resistance"
Klebsiella pneumoniae;2014268211;CN_10;19;19;19;21;";AG wild-type"
Klebsiella pneumoniae;2014268211;CPD_10;17;17;13;11;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;CRO_30;24;23;23;22;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;CXM_30;18;18;9;10;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;DA_2;;;;;
Klebsiella pneumoniae;2014268211;E_15;;;;;
Klebsiella pneumoniae;2014268211;FD_10;;;;;
Klebsiella pneumoniae;2014268211;FEP_30;27;27;28;28;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;FOX_30;7;6;6;6;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;K_30;19;20;20;20;";AG wild-type"
Klebsiella pneumoniae;2014268211;LEV_5;20;20;20;21;";QL low level resistance"
Klebsiella pneumoniae;2014268211;LZD_10;;;;;
Klebsiella pneumoniae;2014268211;MEM_10;25;26;26;26;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;MH_30;12;9;9;9;";tetB / tetM"
Klebsiella pneumoniae;2014268211;NA_30;18;17;15;14;";QL low level resistance"
Klebsiella pneumoniae;2014268211;NOR_10;20;20;20;21;";QL low level resistance"
Klebsiella pneumoniae;2014268211;P_1;;;;;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;RD_5;;;;;
Klebsiella pneumoniae;2014268211;SXT_25;21;6;6;6;";SXT multiple mechanisms"
Klebsiella pneumoniae;2014268211;TE_30;6;6;6;6;";tetB / tetM"
Klebsiella pneumoniae;2014268211;TEC_30;;;;;
Klebsiella pneumoniae;2014268211;TEM_30;;;;;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268211;TGC_15;18;18;18;18;";tetB / tetM"
Klebsiella pneumoniae;2014268211;TOB_10;18;18;18;19;";AG wild-type"
Klebsiella pneumoniae;2014268211;TZP_36;20;20;20;20;";BSBL or other beta-lactamase"
Klebsiella pneumoniae;2014268263;AK_30;20;20;20;20;";AG wild-type"
Klebsiella pneumoniae;2014268263;AMC_30;22;23;23;24;";BL wild-type"
Klebsiella pneumoniae;2014268263;AMP_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014268263;CIP_5;28;28;29;29;";QL wild-type"
Klebsiella pneumoniae;2014268263;CN_10;19;19;20;20;";AG wild-type"
Klebsiella pneumoniae;2014268263;CPD_10;26;27;27;28;";BL wild-type"
Klebsiella pneumoniae;2014268263;CRO_30;28;28;29;30;";BL wild-type"
Klebsiella pneumoniae;2014268263;CXM_30;21;22;22;23;";BL wild-type"
Klebsiella pneumoniae;2014268263;DA_2;;;;;
Klebsiella pneumoniae;2014268263;E_15;;;;;
Klebsiella pneumoniae;2014268263;FD_10;;;;;
Klebsiella pneumoniae;2014268263;FEP_30;30;30;31;32;";BL wild-type"
Klebsiella pneumoniae;2014268263;FOX_30;22;22;23;23;";BL wild-type"
Klebsiella pneumoniae;2014268263;K_30;20;20;20;20;";AG wild-type"
Klebsiella pneumoniae;2014268263;LEV_5;27;27;29;29;";QL wild-type"
Klebsiella pneumoniae;2014268263;LZD_10;;;;;
Klebsiella pneumoniae;2014268263;MEM_10;28;29;30;30;";BL wild-type"
Klebsiella pneumoniae;2014268263;MH_30;20;19;19;18;";TET wild-type"
Klebsiella pneumoniae;2014268263;NA_30;22;22;22;20;";QL wild-type"
Klebsiella pneumoniae;2014268263;NOR_10;25;26;26;27;";QL wild-type"
Klebsiella pneumoniae;2014268263;P_1;;;;;";BL wild-type"
Klebsiella pneumoniae;2014268263;RD_5;;;;;
Klebsiella pneumoniae;2014268263;SXT_25;24;23;22;22;";dhps/PABA"
Klebsiella pneumoniae;2014268263;TE_30;23;22;22;22;";TET wild-type"
Klebsiella pneumoniae;2014268263;TEC_30;;;;;
Klebsiella pneumoniae;2014268263;TEM_30;23;23;24;24;";BL wild-type"
Klebsiella pneumoniae;2014268263;TGC_15;18;18;18;18;";TET wild-type"
Klebsiella pneumoniae;2014268263;TOB_10;19;19;19;19;";AG wild-type"
Klebsiella pneumoniae;2014268263;TZP_36;21;21;22;22;";BL wild-type"
Staphylococcus aureus;2014268339;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;2014268339;AMC_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;AMP_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;CIP_5;20;23;28;29;";QL wild-type"
Staphylococcus aureus;2014268339;CN_10;19;20;21;21;";AG wild-type"
Staphylococcus aureus;2014268339;CPD_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;CRO_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;CXM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;DA_2;19;25;25;26;
Staphylococcus aureus;2014268339;E_15;21;24;25;25;
Staphylococcus aureus;2014268339;FD_10;24;28;29;29;";FA wild-type"
Staphylococcus aureus;2014268339;FEP_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;FOX_30;21;24;29;29;";blaZ penicillinase"
Staphylococcus aureus;2014268339;K_30;19;21;21;22;";AG wild-type"
Staphylococcus aureus;2014268339;LEV_5;22;24;29;29;";QL wild-type"
Staphylococcus aureus;2014268339;LZD_10;24;25;25;24;";OXD wild-type"
Staphylococcus aureus;2014268339;MEM_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;MH_30;22;26;27;27;";TET wild-type"
Staphylococcus aureus;2014268339;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;2014268339;NOR_10;19;22;26;26;";QL wild-type"
Staphylococcus aureus;2014268339;P_1;13;14;13;13;";blaZ penicillinase"
Staphylococcus aureus;2014268339;RD_5;27;28;34;33;";RIF wild-type"
Staphylococcus aureus;2014268339;SXT_25;20;25;30;30;
Staphylococcus aureus;2014268339;TE_30;22;26;27;28;";TET wild-type"
Staphylococcus aureus;2014268339;TEC_30;15;15;15;15;
Staphylococcus aureus;2014268339;TEM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268339;TGC_15;18;21;22;21;";TET wild-type"
Staphylococcus aureus;2014268339;TOB_10;18;21;21;21;";AG wild-type"
Staphylococcus aureus;2014268339;TZP_36;;;;;";blaZ penicillinase"
Klebsiella pneumoniae;2014268438;AK_30;18;18;17;16;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268438;AMC_30;15;15;15;15;";BL wild-type"
Klebsiella pneumoniae;2014268438;AMP_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014268438;CIP_5;16;16;16;16;";QL high level resistance"
Klebsiella pneumoniae;2014268438;CN_10;9;9;7;6;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268438;CPD_10;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014268438;CRO_30;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014268438;CXM_30;6;6;6;6;";BL wild-type"
Klebsiella pneumoniae;2014268438;DA_2;;;;;
Klebsiella pneumoniae;2014268438;E_15;;;;;
Klebsiella pneumoniae;2014268438;FD_10;;;;;
Klebsiella pneumoniae;2014268438;FEP_30;15;14;14;14;";BL wild-type"
Klebsiella pneumoniae;2014268438;FOX_30;21;21;22;23;";BL wild-type"
Klebsiella pneumoniae;2014268438;K_30;14;14;12;11;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268438;LEV_5;20;20;21;21;";QL high level resistance"
Klebsiella pneumoniae;2014268438;LZD_10;;;;;
Klebsiella pneumoniae;2014268438;MEM_10;27;27;27;28;";BL wild-type"
Klebsiella pneumoniae;2014268438;MH_30;17;16;16;15;";Efflux NOT tetB"
Klebsiella pneumoniae;2014268438;NA_30;18;18;17;14;";QL high level resistance"
Klebsiella pneumoniae;2014268438;NOR_10;16;16;16;16;";QL high level resistance"
Klebsiella pneumoniae;2014268438;P_1;;;;;";BL wild-type"
Klebsiella pneumoniae;2014268438;RD_5;;;;;
Klebsiella pneumoniae;2014268438;SXT_25;6;6;6;6;";SXT multiple mechanisms"
Klebsiella pneumoniae;2014268438;TE_30;9;6;6;6;";Efflux NOT tetB"
Klebsiella pneumoniae;2014268438;TEC_30;;;;;
Klebsiella pneumoniae;2014268438;TEM_30;21;21;22;22;";BL wild-type"
Klebsiella pneumoniae;2014268438;TGC_15;17;16;17;17;";Efflux NOT tetB"
Klebsiella pneumoniae;2014268438;TOB_10;12;11;9;8;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268438;TZP_36;17;17;15;15;";BL wild-type"
Staphylococcus aureus;2014268556;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;2014268556;AMC_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;AMP_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;CIP_5;17;20;23;25;";QL wild-type"
Staphylococcus aureus;2014268556;CN_10;19;20;21;21;";AG wild-type"
Staphylococcus aureus;2014268556;CPD_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;CRO_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;CXM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;DA_2;23;24;24;25;
Staphylococcus aureus;2014268556;E_15;24;24;25;25;
Staphylococcus aureus;2014268556;FD_10;23;27;27;28;";FA wild-type"
Staphylococcus aureus;2014268556;FEP_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;FOX_30;24;26;30;36;";blaZ penicillinase"
Staphylococcus aureus;2014268556;K_30;20;21;22;22;";AG wild-type"
Staphylococcus aureus;2014268556;LEV_5;18;21;24;25;";QL wild-type"
Staphylococcus aureus;2014268556;LZD_10;21;24;23;23;";OXD wild-type"
Staphylococcus aureus;2014268556;MEM_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;MH_30;24;24;24;25;";TET wild-type"
Staphylococcus aureus;2014268556;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;2014268556;NOR_10;16;19;22;23;";QL wild-type"
Staphylococcus aureus;2014268556;P_1;12;12;11;11;";blaZ penicillinase"
Staphylococcus aureus;2014268556;RD_5;26;28;30;32;";RIF wild-type"
Staphylococcus aureus;2014268556;SXT_25;22;23;25;28;
Staphylococcus aureus;2014268556;TE_30;23;25;26;26;";TET wild-type"
Staphylococcus aureus;2014268556;TEC_30;16;14;16;16;
Staphylococcus aureus;2014268556;TEM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268556;TGC_15;18;21;21;22;";TET wild-type"
Staphylococcus aureus;2014268556;TOB_10;20;21;22;22;";AG wild-type"
Staphylococcus aureus;2014268556;TZP_36;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;2014268564;AMC_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;AMP_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;CIP_5;19;21;25;26;";QL wild-type"
Staphylococcus aureus;2014268564;CN_10;20;20;22;23;";AG wild-type"
Staphylococcus aureus;2014268564;CPD_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;CRO_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;CXM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;DA_2;20;24;27;27;
Staphylococcus aureus;2014268564;E_15;23;24;27;27;
Staphylococcus aureus;2014268564;FD_10;23;26;28;29;";FA wild-type"
Staphylococcus aureus;2014268564;FEP_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;FOX_30;21;23;29;30;";blaZ penicillinase"
Staphylococcus aureus;2014268564;K_30;18;21;23;23;";AG wild-type"
Staphylococcus aureus;2014268564;LEV_5;21;24;27;28;";QL wild-type"
Staphylococcus aureus;2014268564;LZD_10;24;24;26;25;";OXD wild-type"
Staphylococcus aureus;2014268564;MEM_10;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;MH_30;22;24;28;28;";TET wild-type"
Staphylococcus aureus;2014268564;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;2014268564;NOR_10;18;21;24;25;";QL wild-type"
Staphylococcus aureus;2014268564;P_1;11;12;12;11;";blaZ penicillinase"
Staphylococcus aureus;2014268564;RD_5;24;25;29;30;";RIF wild-type"
Staphylococcus aureus;2014268564;SXT_25;21;26;30;31;
Staphylococcus aureus;2014268564;TE_30;24;24;27;28;";TET wild-type"
Staphylococcus aureus;2014268564;TEC_30;16;16;16;16;
Staphylococcus aureus;2014268564;TEM_30;;;;;";blaZ penicillinase"
Staphylococcus aureus;2014268564;TGC_15;19;19;21;22;";TET wild-type"
Staphylococcus aureus;2014268564;TOB_10;20;21;23;23;";AG wild-type"
Staphylococcus aureus;2014268564;TZP_36;;;;;";blaZ penicillinase"
Klebsiella pneumoniae;2014268779;AK_30;18;18;18;19;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268779;AMC_30;16;16;15;15;";ESBL"
Klebsiella pneumoniae;2014268779;AMP_10;6;6;6;6;";ESBL"
Klebsiella pneumoniae;2014268779;CIP_5;18;18;17;17;";QL high level resistance"
Klebsiella pneumoniae;2014268779;CN_10;10;10;10;8;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268779;CPD_10;6;6;6;6;";ESBL"
Klebsiella pneumoniae;2014268779;CRO_30;11;10;9;9;";ESBL"
Klebsiella pneumoniae;2014268779;CXM_30;6;6;6;6;";ESBL"
Klebsiella pneumoniae;2014268779;DA_2;;;;;
Klebsiella pneumoniae;2014268779;E_15;;;;;
Klebsiella pneumoniae;2014268779;FD_10;;;;;
Klebsiella pneumoniae;2014268779;FEP_30;18;18;18;18;";ESBL"
Klebsiella pneumoniae;2014268779;FOX_30;21;21;22;22;";ESBL"
Klebsiella pneumoniae;2014268779;K_30;15;15;14;13;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268779;LEV_5;19;19;20;20;";QL high level resistance"
Klebsiella pneumoniae;2014268779;LZD_10;;;;;
Klebsiella pneumoniae;2014268779;MEM_10;26;27;27;28;";ESBL"
Klebsiella pneumoniae;2014268779;MH_30;16;16;14;13;";RND pump"
Klebsiella pneumoniae;2014268779;NA_30;19;19;18;14;";QL high level resistance"
Klebsiella pneumoniae;2014268779;NOR_10;16;16;16;16;";QL high level resistance"
Klebsiella pneumoniae;2014268779;P_1;;;;;";ESBL"
Klebsiella pneumoniae;2014268779;RD_5;;;;;
Klebsiella pneumoniae;2014268779;SXT_25;21;21;20;18;";dhps/PABA"
Klebsiella pneumoniae;2014268779;TE_30;9;6;6;6;";RND pump"
Klebsiella pneumoniae;2014268779;TEC_30;;;;;
Klebsiella pneumoniae;2014268779;TEM_30;;;;;";ESBL"
Klebsiella pneumoniae;2014268779;TGC_15;17;17;17;15;";RND pump"
Klebsiella pneumoniae;2014268779;TOB_10;12;12;10;10;";AG multiple mechanisms"
Klebsiella pneumoniae;2014268779;TZP_36;18;18;19;19;";ESBL"
Enterobacter cloacae;2014268850;AK_30;20;20;20;20;";AG wild-type"
Enterobacter cloacae;2014268850;AMC_30;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;2014268850;AMP_10;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;2014268850;CIP_5;27;28;28;28;";QL wild-type"
Enterobacter cloacae;2014268850;CN_10;19;19;19;19;";AG wild-type"
Enterobacter cloacae;2014268850;CPD_10;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;2014268850;CRO_30;18;16;15;14;";cAmpC hyper"
Enterobacter cloacae;2014268850;CXM_30;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;2014268850;DA_2;;;;;
Enterobacter cloacae;2014268850;E_15;;;;;
Enterobacter cloacae;2014268850;FD_10;;;;;
Enterobacter cloacae;2014268850;FEP_30;26;26;27;27;";cAmpC hyper"
Enterobacter cloacae;2014268850;FOX_30;6;6;6;6;";cAmpC hyper"
Enterobacter cloacae;2014268850;K_30;20;19;20;20;";AG wild-type"
Enterobacter cloacae;2014268850;LEV_5;26;26;26;27;";QL wild-type"
Enterobacter cloacae;2014268850;LZD_10;;;;;
Enterobacter cloacae;2014268850;MEM_10;22;23;22;22;";cAmpC hyper"
Enterobacter cloacae;2014268850;MH_30;19;17;15;15;";RND pump"
Enterobacter cloacae;2014268850;NA_30;20;21;21;20;";QL wild-type"
Enterobacter cloacae;2014268850;NOR_10;25;25;25;26;";QL wild-type"
Enterobacter cloacae;2014268850;P_1;;;;;";cAmpC hyper"
Enterobacter cloacae;2014268850;RD_5;;;;;
Enterobacter cloacae;2014268850;SXT_25;25;24;24;23;";SXT wild-type"
Enterobacter cloacae;2014268850;TE_30;22;22;17;15;";RND pump"
Enterobacter cloacae;2014268850;TEC_30;;;;;
Enterobacter cloacae;2014268850;TEM_30;17;17;16;15;";cAmpC hyper"
Enterobacter cloacae;2014268850;TGC_15;19;17;17;17;";RND pump"
Enterobacter cloacae;2014268850;TOB_10;18;18;18;18;";AG wild-type"
Enterobacter cloacae;2014268850;TZP_36;17;16;16;15;";cAmpC hyper"
Staphylococcus aureus;2014269015;AK_30;;;;;";AG wild-type"
Staphylococcus aureus;2014269015;AMC_30;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;AMP_10;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;CIP_5;20;23;24;25;";QL wild-type"
Staphylococcus aureus;2014269015;CN_10;18;20;21;21;";AG wild-type"
Staphylococcus aureus;2014269015;CPD_10;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;CRO_30;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;CXM_30;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;DA_2;24;25;26;26;
Staphylococcus aureus;2014269015;E_15;24;26;26;26;
Staphylococcus aureus;2014269015;FD_10;25;27;30;29;";FA wild-type"
Staphylococcus aureus;2014269015;FEP_30;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;FOX_30;20;24;28;29;";BL wild-type"
Staphylococcus aureus;2014269015;K_30;19;21;22;22;";AG wild-type"
Staphylococcus aureus;2014269015;LEV_5;22;24;26;27;";QL wild-type"
Staphylococcus aureus;2014269015;LZD_10;24;25;25;25;";OXD wild-type"
Staphylococcus aureus;2014269015;MEM_10;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;MH_30;21;23;24;24;";TET wild-type"
Staphylococcus aureus;2014269015;NA_30;;;;;";QL wild-type"
Staphylococcus aureus;2014269015;NOR_10;19;22;24;24;";QL wild-type"
Staphylococcus aureus;2014269015;P_1;19;24;29;31;";BL wild-type"
Staphylococcus aureus;2014269015;RD_5;26;27;29;29;";RIF wild-type"
Staphylococcus aureus;2014269015;SXT_25;22;24;29;29;
Staphylococcus aureus;2014269015;TE_30;23;25;27;27;";TET wild-type"
Staphylococcus aureus;2014269015;TEC_30;12;14;15;15;
Staphylococcus aureus;2014269015;TEM_30;;;;;";BL wild-type"
Staphylococcus aureus;2014269015;TGC_15;18;20;21;21;";TET wild-type"
Staphylococcus aureus;2014269015;TOB_10;19;21;22;22;";AG wild-type"
Staphylococcus aureus;2014269015;TZP_36;;;;;";BL wild-type"
Escherichia coli;2014269042;AK_30;16;17;17;16;";ANT-4/AAC-6"
Escherichia coli;2014269042;AMC_30;15;15;15;14;";ESBL"
Escherichia coli;2014269042;AMP_10;6;6;6;6;";ESBL"
Escherichia coli;2014269042;CIP_5;6;6;6;6;";QL high level resistance"
Escherichia coli;2014269042;CN_10;18;18;19;19;";ANT-4/AAC-6"
Escherichia coli;2014269042;CPD_10;12;11;7;7;";ESBL"
Escherichia coli;2014269042;CRO_30;19;18;18;18;";ESBL"
Escherichia coli;2014269042;CXM_30;11;9;6;6;";ESBL"
Escherichia coli;2014269042;DA_2;;;;;
Escherichia coli;2014269042;E_15;;;;;
Escherichia coli;2014269042;FD_10;;;;;
Escherichia coli;2014269042;FEP_30;24;24;24;25;";ESBL"
Escherichia coli;2014269042;FOX_30;21;22;24;24;";ESBL"
Escherichia coli;2014269042;K_30;12;12;11;11;";ANT-4/AAC-6"
Escherichia coli;2014269042;LEV_5;9;6;6;6;";QL high level resistance"
Escherichia coli;2014269042;LZD_10;;;;;
Escherichia coli;2014269042;MEM_10;30;30;31;31;";ESBL"
Escherichia coli;2014269042;MH_30;21;21;20;20;";Efflux NOT tetB"
Escherichia coli;2014269042;NA_30;6;6;6;6;";QL high level resistance"
Escherichia coli;2014269042;NOR_10;6;6;6;6;";QL high level resistance"
Escherichia coli;2014269042;P_1;;;;;";ESBL"
Escherichia coli;2014269042;RD_5;;;;;
Escherichia coli;2014269042;SXT_25;7;6;6;6;";SXT multiple mechanisms"
Escherichia coli;2014269042;TE_30;9;6;6;6;";Efflux NOT tetB"
Escherichia coli;2014269042;TEC_30;;;;;
Escherichia coli;2014269042;TEM_30;;;;;";ESBL"
Escherichia coli;2014269042;TGC_15;20;20;20;20;";Efflux NOT tetB"
Escherichia coli;2014269042;TOB_10;10;10;8;6;";ANT-4/AAC-6"
Escherichia coli;2014269042;TZP_36;18;18;18;18;";ESBL"
Escherichia coli;2014269059;AK_30;21;22;23;24;";AG wild-type"
Escherichia coli;2014269059;AMC_30;19;20;20;21;";BL wild-type"
Escherichia coli;2014269059;AMP_10;17;18;18;18;";BL wild-type"
Escherichia coli;2014269059;CIP_5;27;29;30;30;";QL wild-type"
Escherichia coli;2014269059;CN_10;21;21;22;23;";AG wild-type"
Escherichia coli;2014269059;CPD_10;23;23;24;24;";BL wild-type"
Escherichia coli;2014269059;CRO_30;27;28;29;30;";BL wild-type"
Escherichia coli;2014269059;CXM_30;20;21;22;22;";BL wild-type"
Escherichia coli;2014269059;DA_2;;;;;
Escherichia coli;2014269059;E_15;;;;;
Escherichia coli;2014269059;FD_10;;;;;
Escherichia coli;2014269059;FEP_30;28;29;30;31;";BL wild-type"
Escherichia coli;2014269059;FOX_30;22;23;24;24;";BL wild-type"
Escherichia coli;2014269059;K_30;20;21;21;22;";AG wild-type"
Escherichia coli;2014269059;LEV_5;25;27;27;28;";QL wild-type"
Escherichia coli;2014269059;LZD_10;;;;;
Escherichia coli;2014269059;MEM_10;29;30;30;31;";BL wild-type"
Escherichia coli;2014269059;MH_30;24;23;22;22;";TET wild-type"
Escherichia coli;2014269059;NA_30;24;24;24;25;";QL wild-type"
Escherichia coli;2014269059;NOR_10;24;25;26;26;";QL wild-type"
Escherichia coli;2014269059;P_1;;;;;";BL wild-type"
Escherichia coli;2014269059;RD_5;;;;;
Escherichia coli;2014269059;SXT_25;25;25;26;26;";dhps/PABA"
Escherichia coli;2014269059;TE_30;25;25;24;24;";TET wild-type"
Escherichia coli;2014269059;TEC_30;;;;;
Escherichia coli;2014269059;TEM_30;;;;;";BL wild-type"
Escherichia coli;2014269059;TGC_15;20;21;21;21;";TET wild-type"
Escherichia coli;2014269059;TOB_10;19;20;20;20;";AG wild-type"
Escherichia coli;2014269059;TZP_36;21;22;22;23;";BL wild-type"
Klebsiella pneumoniae;2014269061;AK_30;15;15;15;15;";AG multiple mechanisms"
Klebsiella pneumoniae;2014269061;AMC_30;17;17;17;18;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;AMP_10;6;6;6;6;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;CIP_5;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014269061;CN_10;15;16;16;14;";AG multiple mechanisms"
Klebsiella pneumoniae;2014269061;CPD_10;6;6;6;6;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;CRO_30;9;6;6;6;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;CXM_30;6;6;6;6;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;DA_2;;;;;
Klebsiella pneumoniae;2014269061;E_15;;;;;
Klebsiella pneumoniae;2014269061;FD_10;;;;;
Klebsiella pneumoniae;2014269061;FEP_30;16;16;16;15;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;FOX_30;19;20;21;21;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;K_30;10;10;9;9;";AG multiple mechanisms"
Klebsiella pneumoniae;2014269061;LEV_5;9;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014269061;LZD_10;;;;;
Klebsiella pneumoniae;2014269061;MEM_10;27;28;28;28;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;MH_30;19;19;18;18;";TET wild-type"
Klebsiella pneumoniae;2014269061;NA_30;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014269061;NOR_10;6;6;6;6;";QL high level resistance"
Klebsiella pneumoniae;2014269061;P_1;;;;;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;RD_5;;;;;
Klebsiella pneumoniae;2014269061;SXT_25;12;12;10;9;";SXT multiple mechanisms"
Klebsiella pneumoniae;2014269061;TE_30;21;21;20;20;";TET wild-type"
Klebsiella pneumoniae;2014269061;TEC_30;;;;;
Klebsiella pneumoniae;2014269061;TEM_30;;;;;";ESBL;Carbapenemase class A"
Klebsiella pneumoniae;2014269061;TGC_15;18;18;18;18;";TET wild-type"
Klebsiella pneumoniae;2014269061;TOB_10;11;11;11;9;";AG multiple mechanisms"
Klebsiella pneumoniae;2014269061;TZP_36;17;18;18;18;";ESBL;Carbapenemase class A"
Escherichia coli;2014269064;AK_30;18;18;19;19;";AG wild-type"
Escherichia coli;2014269064;AMC_30;17;18;18;18;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;AMP_10;7;6;6;6;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;CIP_5;21;23;26;28;";QL low level resistance"
Escherichia coli;2014269064;CN_10;18;19;20;20;";AG wild-type"
Escherichia coli;2014269064;CPD_10;20;22;22;22;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;CRO_30;26;27;28;28;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;CXM_30;18;20;20;20;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;DA_2;;;;;
Escherichia coli;2014269064;E_15;;;;;
Escherichia coli;2014269064;FD_10;;;;;
Escherichia coli;2014269064;FEP_30;28;30;30;31;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;FOX_30;18;21;24;24;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;K_30;17;18;18;18;";AG wild-type"
Escherichia coli;2014269064;LEV_5;19;21;23;24;";QL low level resistance"
Escherichia coli;2014269064;LZD_10;;;;;
Escherichia coli;2014269064;MEM_10;29;30;31;31;";BSBL or other beta-lactamase"
Escherichia coli;2014269064;MH_30;17;17;16;16;";Efflux NOT tetB"
Escherichia coli;2014269064;NA_30;6;6;6;6;";QL low level resistance"
Escherichia coli;2014269064;NOR_10;19;21;24;25;";QL low level resistance"
