barcode;organism;atb_acronim;6h;8h;12h;18h;phenotypes
3015903680;P. aeruginosa;Amikacine;;20;22;22;Aminoglycoside wild-type
3015903680;P. aeruginosa;Ceftazidime;;19;22;23;beta-Lactamase wild-type
3015903680;P. aeruginosa;Ciprofloxacine;;27;31;32;Quinolone wild-type
3015903680;P. aeruginosa;Gentamicine;;18;19;18;Aminoglycoside wild-type
3015903680;P. aeruginosa;Cefepime;;22;27;27;beta-Lactamase wild-type
3015903680;P. aeruginosa;Imipeneme;;20;25;25;beta-Lactamase wild-type
3015903680;P. aeruginosa;Levofloxacine;;23;26;26;Quinolone wild-type
3015903680;P. aeruginosa;Meropeneme;;23;31;33;beta-Lactamase wild-type
3015903680;P. aeruginosa;Tobramycine;;20;22;22;Aminoglycoside wild-type
3015903680;P. aeruginosa;Piperacilline/Tazobactam;;21;23;24;beta-Lactamase wild-type
3015903681;P. aeruginosa;Amikacine;;;21;21;Aminoglycoside wild-type
3015903681;P. aeruginosa;Ceftazidime;;;26;27;beta-Lactamase wild-type
3015903681;P. aeruginosa;Ciprofloxacine;;;20;17;Quinolone-non-wild-type
3015903681;P. aeruginosa;Gentamicine;;;18;18;Aminoglycoside wild-type
3015903681;P. aeruginosa;Cefepime;;;26;26;beta-Lactamase wild-type
3015903681;P. aeruginosa;Imipeneme;;;29;29;beta-Lactamase wild-type
3015903681;P. aeruginosa;Levofloxacine;;;15;12;Quinolone-non-wild-type
3015903681;P. aeruginosa;Meropeneme;;;31;32;beta-Lactamase wild-type
3015903681;P. aeruginosa;Tobramycine;;;21;21;Aminoglycoside wild-type
3015903681;P. aeruginosa;Piperacilline/Tazobactam;;;29;29;beta-Lactamase wild-type
3015903682;P. aeruginosa;Amikacine;;;;25;Aminoglycoside wild-type
3015903682;P. aeruginosa;Ceftazidime;;;;20;beta-Lactamase wild-type
3015903682;P. aeruginosa;Ciprofloxacine;;;;23;Quinolone-non-wild-type
3015903682;P. aeruginosa;Gentamicine;;;;21;Aminoglycoside wild-type
3015903682;P. aeruginosa;Cefepime;;;;13;beta-Lactamase-non-wild-type
3015903682;P. aeruginosa;Imipeneme;;;;23;beta-Lactamase-non-wild-type
3015903682;P. aeruginosa;Levofloxacine;;;;23;Quinolone wild-type
3015903682;P. aeruginosa;Meropeneme;;;;10;beta-Lactamase-non-wild-type
3015903682;P. aeruginosa;Tobramycine;;;;29;Aminoglycoside wild-type
3015903682;P. aeruginosa;Piperacilline/Tazobactam;;;;21;beta-Lactamase wild-type
3015903683;P. aeruginosa;Amikacine;;;23;25;Aminoglycoside wild-type
3015903683;P. aeruginosa;Ceftazidime;;;26;28;beta-Lactamase wild-type
3015903683;P. aeruginosa;Ciprofloxacine;;;26;31;Quinolone wild-type
3015903683;P. aeruginosa;Gentamicine;;;22;23;Aminoglycoside wild-type
3015903683;P. aeruginosa;Cefepime;;;30;28;beta-Lactamase wild-type
3015903683;P. aeruginosa;Imipeneme;;;23;31;beta-Lactamase wild-type
3015903683;P. aeruginosa;Levofloxacine;;;23;26;Quinolone wild-type
3015903683;P. aeruginosa;Meropeneme;;;32;37;beta-Lactamase wild-type
3015903683;P. aeruginosa;Tobramycine;;;24;26;Aminoglycoside wild-type
3015903683;P. aeruginosa;Piperacilline/Tazobactam;;;38;34;beta-Lactamase wild-type
3015903684;P. aeruginosa;Amikacine;;;22;25;Aminoglycoside wild-type
3015903684;P. aeruginosa;Ceftazidime;;;25;28;beta-Lactamase wild-type
3015903684;P. aeruginosa;Ciprofloxacine;;;25;29;Quinolone wild-type
3015903684;P. aeruginosa;Gentamicine;;;21;23;Aminoglycoside wild-type
3015903684;P. aeruginosa;Cefepime;;;24;27;beta-Lactamase wild-type
3015903684;P. aeruginosa;Imipeneme;;;12;12;beta-Lactamase-non-wild-type
3015903684;P. aeruginosa;Levofloxacine;;;19;24;Quinolone wild-type
3015903684;P. aeruginosa;Meropeneme;;;25;29;beta-Lactamase wild-type
3015903684;P. aeruginosa;Tobramycine;;;24;28;Aminoglycoside wild-type
3015903684;P. aeruginosa;Piperacilline/Tazobactam;;;30;33;beta-Lactamase wild-type
3015903685;P. aeruginosa;Amikacine;;24;26;26;Aminoglycoside wild-type
3015903685;P. aeruginosa;Ceftazidime;;15;16;16;beta-Lactamase-non-wild-type
3015903685;P. aeruginosa;Ciprofloxacine;;24;26;26;Quinolone wild-type
3015903685;P. aeruginosa;Gentamicine;;22;22;22;Aminoglycoside wild-type
3015903685;P. aeruginosa;Cefepime;;18;16;17;beta-Lactamase-non-wild-type
3015903685;P. aeruginosa;Imipeneme;;15;13;11;beta-Lactamase-non-wild-type
3015903685;P. aeruginosa;Levofloxacine;;17;20;19;Quinolone-non-wild-type
3015903685;P. aeruginosa;Meropeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903685;P. aeruginosa;Tobramycine;;23;24;24;Aminoglycoside wild-type
3015903685;P. aeruginosa;Piperacilline/Tazobactam;;19;19;20;beta-Lactamase wild-type
3015903686;P. aeruginosa;Amikacine;;20;22;22;Aminoglycoside wild-type
3015903686;P. aeruginosa;Ceftazidime;;12;13;14;beta-Lactamase-non-wild-type
3015903686;P. aeruginosa;Ciprofloxacine;;22;24;24;Quinolone-non-wild-type
3015903686;P. aeruginosa;Gentamicine;;18;19;19;Aminoglycoside wild-type
3015903686;P. aeruginosa;Cefepime;;13;14;14;beta-Lactamase-non-wild-type
3015903686;P. aeruginosa;Imipeneme;;10;9;6;beta-Lactamase-non-wild-type
3015903686;P. aeruginosa;Levofloxacine;;16;17;16;Quinolone-non-wild-type
3015903686;P. aeruginosa;Meropeneme;6;6;6;6;beta-Lactamase-non-wild-type
3015903686;P. aeruginosa;Tobramycine;;20;22;22;Aminoglycoside wild-type
3015903686;P. aeruginosa;Piperacilline/Tazobactam;;12;13;14;beta-Lactamase-non-wild-type
3015903687;P. aeruginosa;Amikacine;;21;22;20;Aminoglycoside wild-type
3015903687;P. aeruginosa;Ceftazidime;;8;6;6;beta-Lactamase-non-wild-type
3015903687;P. aeruginosa;Ciprofloxacine;;8;8;6;Quinolone-non-wild-type
3015903687;P. aeruginosa;Gentamicine;;18;18;16;Aminoglycoside wild-type
3015903687;P. aeruginosa;Cefepime;;15;15;14;beta-Lactamase-non-wild-type
3015903687;P. aeruginosa;Imipeneme;;10;9;6;beta-Lactamase-non-wild-type
3015903687;P. aeruginosa;Levofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903687;P. aeruginosa;Meropeneme;;9;11;6;beta-Lactamase-non-wild-type
3015903687;P. aeruginosa;Tobramycine;;13;15;13;Aminoglycoside-non-wild-type
3015903687;P. aeruginosa;Piperacilline/Tazobactam;;8;6;6;beta-Lactamase-non-wild-type
3015903688;P. aeruginosa;Amikacine;;27;27;27;Aminoglycoside wild-type
3015903688;P. aeruginosa;Ceftazidime;;24;25;25;beta-Lactamase wild-type
3015903688;P. aeruginosa;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903688;P. aeruginosa;Gentamicine;;24;23;23;Aminoglycoside wild-type
3015903688;P. aeruginosa;Cefepime;;24;26;26;beta-Lactamase wild-type
3015903688;P. aeruginosa;Imipeneme;;27;27;27;beta-Lactamase wild-type
3015903688;P. aeruginosa;Levofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903688;P. aeruginosa;Meropeneme;;31;33;34;beta-Lactamase wild-type
3015903688;P. aeruginosa;Tobramycine;;25;25;25;Aminoglycoside wild-type
3015903688;P. aeruginosa;Piperacilline/Tazobactam;;26;27;26;beta-Lactamase wild-type
3015903689;P. aeruginosa;Amikacine;;18;19;17;Aminoglycoside-non-wild-type
3015903689;P. aeruginosa;Ceftazidime;;7;6;6;beta-Lactamase-non-wild-type
3015903689;P. aeruginosa;Ciprofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903689;P. aeruginosa;Gentamicine;;15;17;16;Aminoglycoside wild-type
3015903689;P. aeruginosa;Cefepime;;7;6;6;beta-Lactamase-non-wild-type
3015903689;P. aeruginosa;Imipeneme;;9;9;6;beta-Lactamase-non-wild-type
3015903689;P. aeruginosa;Levofloxacine;6;6;6;6;Quinolone-non-wild-type
3015903689;P. aeruginosa;Meropeneme;;13;11;6;beta-Lactamase-non-wild-type
3015903689;P. aeruginosa;Tobramycine;;11;11;11;Aminoglycoside-non-wild-type
3015903689;P. aeruginosa;Piperacilline/Tazobactam;;17;14;13;beta-Lactamase-non-wild-type
3015903690;P. aeruginosa;Amikacine;;14;12;11;Aminoglycoside-non-wild-type
3015903690;P. aeruginosa;Ceftazidime;;19;23;24;beta-Lactamase wild-type
3015903690;P. aeruginosa;Ciprofloxacine;;24;31;31;Quinolone wild-type
3015903690;P. aeruginosa;Gentamicine;;10;9;6;Aminoglycoside-non-wild-type
3015903690;P. aeruginosa;Cefepime;;19;22;24;beta-Lactamase wild-type
3015903690;P. aeruginosa;Imipeneme;;25;29;30;beta-Lactamase wild-type
3015903690;P. aeruginosa;Levofloxacine;;22;26;25;Quinolone wild-type
3015903690;P. aeruginosa;Meropeneme;;23;33;35;beta-Lactamase wild-type
3015903690;P. aeruginosa;Tobramycine;;11;9;6;Aminoglycoside-non-wild-type
3015903690;P. aeruginosa;Piperacilline/Tazobactam;;22;25;25;beta-Lactamase wild-type
3015903691;P. aeruginosa;Amikacine;;24;26;25;Aminoglycoside wild-type
3015903691;P. aeruginosa;Ceftazidime;;25;24;25;beta-Lactamase wild-type
3015903691;P. aeruginosa;Ciprofloxacine;;30;31;33;Quinolone wild-type
3015903691;P. aeruginosa;Gentamicine;;20;21;21;Aminoglycoside wild-type
3015903691;P. aeruginosa;Cefepime;;24;29;29;beta-Lactamase wild-type
3015903691;P. aeruginosa;Imipeneme;;26;27;27;beta-Lactamase wild-type
3015903691;P. aeruginosa;Levofloxacine;;27;27;27;Quinolone wild-type
3015903691;P. aeruginosa;Meropeneme;;31;33;36;beta-Lactamase wild-type
3015903691;P. aeruginosa;Tobramycine;;22;23;24;Aminoglycoside wild-type
3015903691;P. aeruginosa;Piperacilline/Tazobactam;;26;25;26;beta-Lactamase wild-type
3015903692;P. aeruginosa;Amikacine;;;17;18;Aminoglycoside wild-type
3015903692;P. aeruginosa;Ceftazidime;;;17;19;beta-Lactamase wild-type
3015903692;P. aeruginosa;Ciprofloxacine;;;14;13;Quinolone-non-wild-type
3015903692;P. aeruginosa;Gentamicine;;;16;17;Aminoglycoside wild-type
3015903692;P. aeruginosa;Cefepime;;;18;16;beta-Lactamase-non-wild-type
3015903692;P. aeruginosa;Imipeneme;;;30;33;beta-Lactamase wild-type
3015903692;P. aeruginosa;Levofloxacine;;;9;9;Quinolone-non-wild-type
3015903692;P. aeruginosa;Meropeneme;;;34;44;beta-Lactamase wild-type
3015903692;P. aeruginosa;Tobramycine;;;20;22;Aminoglycoside wild-type
3015903692;P. aeruginosa;Piperacilline/Tazobactam;;;26;29;beta-Lactamase wild-type
3015903693;P. aeruginosa;Amikacine;;;31;35;Aminoglycoside wild-type
3015903693;P. aeruginosa;Ceftazidime;;;25;30;beta-Lactamase wild-type
3015903693;P. aeruginosa;Ciprofloxacine;;;36;45;Quinolone wild-type
3015903693;P. aeruginosa;Gentamicine;;;29;31;Aminoglycoside wild-type
3015903693;P. aeruginosa;Cefepime;;;32;37;beta-Lactamase wild-type
3015903693;P. aeruginosa;Imipeneme;;;10;11;beta-Lactamase-non-wild-type
3015903693;P. aeruginosa;Levofloxacine;;;32;42;Quinolone wild-type
3015903693;P. aeruginosa;Meropeneme;;;26;31;beta-Lactamase wild-type
3015903693;P. aeruginosa;Tobramycine;;;31;33;Aminoglycoside wild-type
3015903693;P. aeruginosa;Piperacilline/Tazobactam;;;28;32;beta-Lactamase wild-type
3015903694;P. aeruginosa;Amikacine;;22;23;24;Aminoglycoside wild-type
3015903694;P. aeruginosa;Ceftazidime;;21;22;22;beta-Lactamase wild-type
3015903694;P. aeruginosa;Ciprofloxacine;;22;21;20;Quinolone-non-wild-type
3015903694;P. aeruginosa;Gentamicine;;19;20;20;Aminoglycoside wild-type
3015903694;P. aeruginosa;Cefepime;;21;23;23;beta-Lactamase wild-type
3015903694;P. aeruginosa;Imipeneme;;20;25;25;beta-Lactamase wild-type
3015903694;P. aeruginosa;Levofloxacine;;21;17;15;Quinolone-non-wild-type
3015903694;P. aeruginosa;Meropeneme;;28;29;30;beta-Lactamase wild-type
3015903694;P. aeruginosa;Tobramycine;;22;23;23;Aminoglycoside wild-type
3015903694;P. aeruginosa;Piperacilline/Tazobactam;;22;23;23;beta-Lactamase wild-type
3015903695;P. aeruginosa;Amikacine;;;32;38;Aminoglycoside wild-type
3015903695;P. aeruginosa;Ceftazidime;;;27;33;beta-Lactamase wild-type
3015903695;P. aeruginosa;Ciprofloxacine;;;17;19;Quinolone-non-wild-type
3015903695;P. aeruginosa;Gentamicine;;;30;35;Aminoglycoside wild-type
3015903695;P. aeruginosa;Cefepime;;;25;31;beta-Lactamase wild-type
3015903695;P. aeruginosa;Imipeneme;;;35;41;beta-Lactamase wild-type
3015903695;P. aeruginosa;Levofloxacine;;;14;15;Quinolone-non-wild-type
3015903695;P. aeruginosa;Meropeneme;;;33;42;beta-Lactamase wild-type
3015903695;P. aeruginosa;Tobramycine;;;30;34;Aminoglycoside wild-type
3015903695;P. aeruginosa;Piperacilline/Tazobactam;;;27;33;beta-Lactamase wild-type
3015903696;P. aeruginosa;Amikacine;;28;30;30;Aminoglycoside wild-type
3015903696;P. aeruginosa;Ceftazidime;;24;25;26;beta-Lactamase wild-type
3015903696;P. aeruginosa;Ciprofloxacine;;32;34;33;Quinolone wild-type
3015903696;P. aeruginosa;Gentamicine;;24;25;25;Aminoglycoside wild-type
3015903696;P. aeruginosa;Cefepime;;27;28;30;beta-Lactamase wild-type
3015903696;P. aeruginosa;Imipeneme;;31;33;33;beta-Lactamase wild-type
3015903696;P. aeruginosa;Levofloxacine;;27;28;27;Quinolone wild-type
3015903696;P. aeruginosa;Meropeneme;;33;35;37;beta-Lactamase wild-type
3015903696;P. aeruginosa;Tobramycine;;26;27;27;Aminoglycoside wild-type
3015903696;P. aeruginosa;Piperacilline/Tazobactam;;25;27;27;beta-Lactamase wild-type
3015903697;P. aeruginosa;Amikacine;;22;22;21;Aminoglycoside wild-type
3015903697;P. aeruginosa;Ceftazidime;;19;20;20;beta-Lactamase wild-type
3015903697;P. aeruginosa;Ciprofloxacine;;27;28;27;Quinolone wild-type
3015903697;P. aeruginosa;Gentamicine;;20;18;18;Aminoglycoside wild-type
3015903697;P. aeruginosa;Cefepime;;22;22;24;beta-Lactamase wild-type
3015903697;P. aeruginosa;Imipeneme;;11;10;9;beta-Lactamase-non-wild-type
3015903697;P. aeruginosa;Levofloxacine;;23;22;20;Quinolone wild-type
3015903697;P. aeruginosa;Meropeneme;;16;16;12;beta-Lactamase-non-wild-type
3015903697;P. aeruginosa;Tobramycine;;22;21;21;Aminoglycoside wild-type
3015903697;P. aeruginosa;Piperacilline/Tazobactam;;21;22;22;beta-Lactamase wild-type
3015903698;P. aeruginosa;Amikacine;;23;25;24;Aminoglycoside wild-type
3015903698;P. aeruginosa;Ceftazidime;;20;22;22;beta-Lactamase wild-type
3015903698;P. aeruginosa;Ciprofloxacine;;25;30;28;Quinolone wild-type
3015903698;P. aeruginosa;Gentamicine;;20;20;19;Aminoglycoside wild-type
3015903698;P. aeruginosa;Cefepime;;23;29;30;beta-Lactamase wild-type
3015903698;P. aeruginosa;Imipeneme;;24;26;24;beta-Lactamase-non-wild-type
3015903698;P. aeruginosa;Levofloxacine;;21;24;21;Quinolone wild-type
3015903698;P. aeruginosa;Meropeneme;;24;29;28;beta-Lactamase wild-type
3015903698;P. aeruginosa;Tobramycine;;22;23;23;Aminoglycoside wild-type
3015903698;P. aeruginosa;Piperacilline/Tazobactam;;21;25;25;beta-Lactamase wild-type
3015903700;P. aeruginosa;Amikacine;;21;24;22;Aminoglycoside wild-type
3015903700;P. aeruginosa;Ceftazidime;;19;24;26;beta-Lactamase wild-type
3015903700;P. aeruginosa;Ciprofloxacine;;30;37;37;Quinolone wild-type
3015903700;P. aeruginosa;Gentamicine;;18;18;17;Aminoglycoside wild-type
3015903700;P. aeruginosa;Cefepime;;25;31;32;beta-Lactamase wild-type
3015903700;P. aeruginosa;Imipeneme;;24;36;35;beta-Lactamase wild-type
3015903700;P. aeruginosa;Levofloxacine;;27;33;33;Quinolone wild-type
3015903700;P. aeruginosa;Meropeneme;;28;35;35;beta-Lactamase wild-type
3015903700;P. aeruginosa;Tobramycine;;20;21;21;Aminoglycoside wild-type
3015903700;P. aeruginosa;Piperacilline/Tazobactam;;22;25;25;beta-Lactamase wild-type
3015903701;P. aeruginosa;Amikacine;;26;26;25;Aminoglycoside wild-type
3015903701;P. aeruginosa;Ceftazidime;;25;26;26;beta-Lactamase wild-type
3015903701;P. aeruginosa;Ciprofloxacine;;29;32;32;Quinolone wild-type
3015903701;P. aeruginosa;Gentamicine;;23;22;22;Aminoglycoside wild-type
3015903701;P. aeruginosa;Cefepime;;27;31;31;beta-Lactamase wild-type
3015903701;P. aeruginosa;Imipeneme;;21;12;12;beta-Lactamase-non-wild-type
3015903701;P. aeruginosa;Levofloxacine;;26;26;26;Quinolone wild-type
3015903701;P. aeruginosa;Meropeneme;;24;23;21;beta-Lactamase-non-wild-type
3015903701;P. aeruginosa;Tobramycine;;24;25;24;Aminoglycoside wild-type
3015903701;P. aeruginosa;Piperacilline/Tazobactam;;26;26;26;beta-Lactamase wild-type
3015903702;P. aeruginosa;Amikacine;;24;29;28;Aminoglycoside wild-type
3015903702;P. aeruginosa;Ceftazidime;;23;24;25;beta-Lactamase wild-type
3015903702;P. aeruginosa;Ciprofloxacine;;24;29;28;Quinolone wild-type
3015903702;P. aeruginosa;Gentamicine;;23;27;27;Aminoglycoside wild-type
3015903702;P. aeruginosa;Cefepime;;22;28;28;beta-Lactamase wild-type
3015903702;P. aeruginosa;Imipeneme;;25;27;27;beta-Lactamase wild-type
3015903702;P. aeruginosa;Levofloxacine;;20;22;20;Quinolone wild-type
3015903702;P. aeruginosa;Meropeneme;;24;26;25;beta-Lactamase wild-type
3015903702;P. aeruginosa;Tobramycine;;24;27;27;Aminoglycoside wild-type
3015903702;P. aeruginosa;Piperacilline/Tazobactam;;23;24;23;beta-Lactamase wild-type
3015903703;P. aeruginosa;Amikacine;;23;24;24;Aminoglycoside wild-type
3015903703;P. aeruginosa;Ceftazidime;;23;24;25;beta-Lactamase wild-type
3015903703;P. aeruginosa;Ciprofloxacine;;30;32;32;Quinolone wild-type
3015903703;P. aeruginosa;Gentamicine;;20;19;19;Aminoglycoside wild-type
3015903703;P. aeruginosa;Cefepime;;26;29;30;beta-Lactamase wild-type
3015903703;P. aeruginosa;Imipeneme;;25;18;16;beta-Lactamase-non-wild-type
3015903703;P. aeruginosa;Levofloxacine;;27;26;25;Quinolone wild-type
3015903703;P. aeruginosa;Meropeneme;;31;31;29;beta-Lactamase wild-type
3015903703;P. aeruginosa;Tobramycine;;22;22;22;Aminoglycoside wild-type
3015903703;P. aeruginosa;Piperacilline/Tazobactam;;25;26;26;beta-Lactamase wild-type
3015903704;P. aeruginosa;Amikacine;;;23;24;Aminoglycoside wild-type
3015903704;P. aeruginosa;Ceftazidime;;;18;6;beta-Lactamase-non-wild-type
3015903704;P. aeruginosa;Ciprofloxacine;;;21;20;Quinolone-non-wild-type
3015903704;P. aeruginosa;Gentamicine;;;21;22;Aminoglycoside wild-type
3015903704;P. aeruginosa;Cefepime;;;13;8;beta-Lactamase-non-wild-type
3015903704;P. aeruginosa;Imipeneme;;;11;10;beta-Lactamase-non-wild-type
3015903704;P. aeruginosa;Levofloxacine;;;15;14;Quinolone-non-wild-type
3015903704;P. aeruginosa;Meropeneme;;;11;10;beta-Lactamase-non-wild-type
3015903704;P. aeruginosa;Tobramycine;;;25;25;Aminoglycoside wild-type
3015903704;P. aeruginosa;Piperacilline/Tazobactam;;;30;29;beta-Lactamase wild-type
3015903705;P. aeruginosa;Amikacine;;;;22;Aminoglycoside wild-type
3015903705;P. aeruginosa;Ceftazidime;;;;37;beta-Lactamase wild-type
3015903705;P. aeruginosa;Ciprofloxacine;;;;21;Quinolone-non-wild-type
3015903705;P. aeruginosa;Gentamicine;;;;22;Aminoglycoside wild-type
3015903705;P. aeruginosa;Cefepime;;;;28;beta-Lactamase wild-type
3015903705;P. aeruginosa;Imipeneme;;;;43;beta-Lactamase wild-type
3015903705;P. aeruginosa;Levofloxacine;;;;15;Quinolone-non-wild-type
3015903705;P. aeruginosa;Meropeneme;;;;41;beta-Lactamase wild-type
3015903705;P. aeruginosa;Tobramycine;;;;30;Aminoglycoside wild-type
3015903705;P. aeruginosa;Piperacilline/Tazobactam;;;;39;beta-Lactamase wild-type
3015903706;P. aeruginosa;Amikacine;;25;29;28;Aminoglycoside wild-type
3015903706;P. aeruginosa;Ceftazidime;;20;25;26;beta-Lactamase wild-type
3015903706;P. aeruginosa;Ciprofloxacine;;27;34;34;Quinolone wild-type
3015903706;P. aeruginosa;Gentamicine;;23;24;23;Aminoglycoside wild-type
3015903706;P. aeruginosa;Cefepime;;25;29;32;beta-Lactamase wild-type
3015903706;P. aeruginosa;Imipeneme;;24;27;26;beta-Lactamase wild-type
3015903706;P. aeruginosa;Levofloxacine;;25;28;27;Quinolone wild-type
3015903706;P. aeruginosa;Meropeneme;;29;37;39;beta-Lactamase wild-type
3015903706;P. aeruginosa;Tobramycine;;25;27;27;Aminoglycoside wild-type
3015903706;P. aeruginosa;Piperacilline/Tazobactam;;24;27;27;beta-Lactamase wild-type
3015903707;P. aeruginosa;Amikacine;;22;24;24;Aminoglycoside wild-type
3015903707;P. aeruginosa;Ceftazidime;;23;25;25;beta-Lactamase wild-type
3015903707;P. aeruginosa;Ciprofloxacine;;19;19;17;Quinolone-non-wild-type
3015903707;P. aeruginosa;Gentamicine;;19;20;21;Aminoglycoside wild-type
3015903707;P. aeruginosa;Cefepime;;23;23;25;beta-Lactamase wild-type
3015903707;P. aeruginosa;Imipeneme;;26;27;25;beta-Lactamase wild-type
3015903707;P. aeruginosa;Levofloxacine;;15;14;12;Quinolone-non-wild-type
3015903707;P. aeruginosa;Meropeneme;;28;30;27;beta-Lactamase wild-type
3015903707;P. aeruginosa;Tobramycine;;23;24;24;Aminoglycoside wild-type
3015903707;P. aeruginosa;Piperacilline/Tazobactam;;26;27;27;beta-Lactamase wild-type
3015903708;P. aeruginosa;Amikacine;;20;20;19;Aminoglycoside wild-type
3015903708;P. aeruginosa;Ceftazidime;;19;19;18;beta-Lactamase wild-type
3015903708;P. aeruginosa;Ciprofloxacine;;22;25;25;Quinolone wild-type
3015903708;P. aeruginosa;Gentamicine;;17;17;16;Aminoglycoside wild-type
3015903708;P. aeruginosa;Cefepime;;19;20;20;beta-Lactamase wild-type
3015903708;P. aeruginosa;Imipeneme;;19;23;22;beta-Lactamase-non-wild-type
3015903708;P. aeruginosa;Levofloxacine;;22;20;17;Quinolone-non-wild-type
3015903708;P. aeruginosa;Meropeneme;;24;24;22;beta-Lactamase-non-wild-type
3015903708;P. aeruginosa;Tobramycine;;21;21;20;Aminoglycoside wild-type
3015903708;P. aeruginosa;Piperacilline/Tazobactam;;23;23;20;beta-Lactamase wild-type
3015903709;P. aeruginosa;Amikacine;;25;25;25;Aminoglycoside wild-type
3015903709;P. aeruginosa;Ceftazidime;;22;23;23;beta-Lactamase wild-type
3015903709;P. aeruginosa;Ciprofloxacine;;28;32;34;Quinolone wild-type
3015903709;P. aeruginosa;Gentamicine;;22;21;21;Aminoglycoside wild-type
3015903709;P. aeruginosa;Cefepime;;25;27;28;beta-Lactamase wild-type
3015903709;P. aeruginosa;Imipeneme;;28;27;26;beta-Lactamase wild-type
3015903709;P. aeruginosa;Levofloxacine;;23;27;27;Quinolone wild-type
3015903709;P. aeruginosa;Meropeneme;;28;32;34;beta-Lactamase wild-type
3015903709;P. aeruginosa;Tobramycine;;25;24;24;Aminoglycoside wild-type
3015903709;P. aeruginosa;Piperacilline/Tazobactam;;23;25;25;beta-Lactamase wild-type
3015903710;P. aeruginosa;Amikacine;20;24;23;23;Aminoglycoside wild-type
3015903710;P. aeruginosa;Ceftazidime;17;19;21;23;beta-Lactamase wild-type
3015903710;P. aeruginosa;Ciprofloxacine;26;29;30;29;Quinolone wild-type
3015903710;P. aeruginosa;Gentamicine;20;21;20;19;Aminoglycoside wild-type
3015903710;P. aeruginosa;Cefepime;19;23;27;27;beta-Lactamase wild-type
3015903710;P. aeruginosa;Imipeneme;20;22;24;23;beta-Lactamase-non-wild-type
3015903710;P. aeruginosa;Levofloxacine;22;26;24;22;Quinolone wild-type
3015903710;P. aeruginosa;Meropeneme;25;29;30;28;beta-Lactamase wild-type
3015903710;P. aeruginosa;Tobramycine;18;23;22;22;Aminoglycoside wild-type
3015903710;P. aeruginosa;Piperacilline/Tazobactam;17;23;23;23;beta-Lactamase wild-type
3015903711;P. aeruginosa;Amikacine;;21;22;21;Aminoglycoside wild-type
3015903711;P. aeruginosa;Ceftazidime;;17;18;18;beta-Lactamase wild-type
3015903711;P. aeruginosa;Ciprofloxacine;;13;13;10;Quinolone-non-wild-type
3015903711;P. aeruginosa;Gentamicine;;20;19;19;Aminoglycoside wild-type
3015903711;P. aeruginosa;Cefepime;;22;25;26;beta-Lactamase wild-type
3015903711;P. aeruginosa;Imipeneme;;21;24;23;beta-Lactamase-non-wild-type
3015903711;P. aeruginosa;Levofloxacine;;13;11;9;Quinolone-non-wild-type
3015903711;P. aeruginosa;Meropeneme;;25;30;29;beta-Lactamase wild-type
3015903711;P. aeruginosa;Tobramycine;;23;23;22;Aminoglycoside wild-type
3015903711;P. aeruginosa;Piperacilline/Tazobactam;;20;21;22;beta-Lactamase wild-type
3015903712;P. aeruginosa;Amikacine;;23;26;25;Aminoglycoside wild-type
3015903712;P. aeruginosa;Ceftazidime;;26;26;26;beta-Lactamase wild-type
3015903712;P. aeruginosa;Ciprofloxacine;;30;34;35;Quinolone wild-type
3015903712;P. aeruginosa;Gentamicine;;24;21;21;Aminoglycoside wild-type
3015903712;P. aeruginosa;Cefepime;;32;30;31;beta-Lactamase wild-type
3015903712;P. aeruginosa;Imipeneme;;35;30;30;beta-Lactamase wild-type
3015903712;P. aeruginosa;Levofloxacine;;27;29;29;Quinolone wild-type
3015903712;P. aeruginosa;Meropeneme;;34;33;36;beta-Lactamase wild-type
3015903712;P. aeruginosa;Tobramycine;;26;24;24;Aminoglycoside wild-type
3015903712;P. aeruginosa;Piperacilline/Tazobactam;;25;28;28;beta-Lactamase wild-type
3015903713;P. aeruginosa;Amikacine;;;;24;Aminoglycoside wild-type
3015903713;P. aeruginosa;Ceftazidime;;;;33;beta-Lactamase wild-type
3015903713;P. aeruginosa;Ciprofloxacine;;;;26;Quinolone wild-type
3015903713;P. aeruginosa;Gentamicine;;;;22;Aminoglycoside wild-type
3015903713;P. aeruginosa;Cefepime;;;;28;beta-Lactamase wild-type
3015903713;P. aeruginosa;Imipeneme;;;;40;beta-Lactamase wild-type
3015903713;P. aeruginosa;Levofloxacine;;;;22;Quinolone wild-type
3015903713;P. aeruginosa;Meropeneme;;;;46;beta-Lactamase wild-type
3015903713;P. aeruginosa;Tobramycine;;;;28;Aminoglycoside wild-type
3015903713;P. aeruginosa;Piperacilline/Tazobactam;;;;36;beta-Lactamase wild-type
3015903714;P. aeruginosa;Amikacine;;;15;16;Aminoglycoside-non-wild-type
3015903714;P. aeruginosa;Ceftazidime;;;22;24;beta-Lactamase wild-type
3015903714;P. aeruginosa;Ciprofloxacine;;;19;17;Quinolone-non-wild-type
3015903714;P. aeruginosa;Gentamicine;;;15;15;Aminoglycoside wild-type
